cfg_R,cfg_dx,cfg_temperature_K,cfg_fluidity_scale,cfg_num_timesteps,cfg_final_time,cfg_gate_id,cfg_timestamp_utc,stats_wall_s,stats_ndofs_u,stats_ndofs_h,met_max_speed_m_per_yr,met_mean_speed_m_per_yr,met_flux_gate_m3_per_yr,met_gate_id,run
200000.0,5000.0,255.15,0.3,0,0.0,1,2025-12-12T23:20:05Z,1.8316478729248047,26548,13274,964.2472308337769,396.24419382883667,-24254907558.605087,1.0,A_0.3
200000.0,5000.0,255.15,0.5,0,0.0,1,2025-12-12T23:20:11Z,1.8582510948181152,26548,13274,1481.0365436565485,555.1568073411318,-24254907558.605087,1.0,A_0.5
200000.0,5000.0,255.15,0.7,0,0.0,1,2025-12-12T23:20:16Z,1.8446426391601562,26548,13274,2003.3352502338873,717.5624838352705,-24254907558.605087,1.0,A_0.7
200000.0,5000.0,255.15,1.0,0,0.0,1,2025-12-12T23:20:22Z,1.915285587310791,26548,13274,2789.8978931592665,963.2687541274215,-24254907558.605087,1.0,A_1.0
200000.0,5000.0,255.15,1.3,0,0.0,1,2025-12-12T23:20:27Z,1.9167885780334473,26548,13274,3577.871354570722,1209.9556170385758,-24254907558.605087,1.0,A_1.3
200000.0,5000.0,255.15,1.6,0,0.0,1,2025-12-12T23:20:33Z,1.9198553562164307,26548,13274,4366.450574890795,1457.0724513865905,-24254907558.605087,1.0,A_1.6
200000.0,5000.0,255.15,2.0,0,0.0,1,2025-12-12T23:20:39Z,1.9205825328826904,26548,13274,5418.353961140885,1786.8958353896512,-24254907558.605087,1.0,A_2.0
200000.0,5000.0,255.15,0.5,0,0.0,1,2025-12-12T23:18:02Z,1.8646423816680908,26548,13274,1481.0365436565485,555.1568073411318,-24254907558.605087,1.0,run_A1
